Gerund vs. Gerundive: nda . {{c1::Gerundive only; nda: F nom sg or N nom/acc pl; ndā: F abl sg::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndae . {{c1::Gerundive only; ndae: F gen/dat sg or F nom pl::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndam . {{c1::Gerundive only; ndam: F acc sg::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndarum . {{c1::Gerundive only; ndārum: F gen pl::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndas . {{c1::Gerundive only; ndās: F acc pl::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndi . {{c1::ndī; Gerund: N gen sg; Gerundive: M nom pl or M/N gen sg::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndis . {{c1::Gerundive only; ndīs: MFN dat/abl pl::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndo . {{c1::ndō; Gerund: N dat/abl sg; Gerundive: MN dat/abl sg::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndorum . {{c1::Gerundive only; ndōrum: MN gen pl::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndos . {{c1::Gerundive only; ndōs: M acc pl::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndum . {{c1::ndum; Gerund: N acc sg; Gerundive: M acc sg or N nom/acc sg::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
Gerund vs. Gerundive: ndus . {{c1::Gerundive only; ndus: M nom sg::which; macron(s) gender(s) case(s) number(s)}}	Wheelock	39	
