irregular verb: velles {{c1::véllēs, 2nd, sg, imperfect, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: nolumus {{c1::nṓlumus, 1st, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: noli {{c1::nōlī, 2nd, sg, present, imperative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: volo {{c1::vólō, 1st, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: vultis {{c1::vúltis, 2nd, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: velle {{c1::vélle, n/a, n/a, present, infinitive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: nolo {{c1::nṓlō, 1st, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: malo {{c1::mā́lō, 1st, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: vult {{c1::vult, 3rd, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: malumus {{c1::mā́lumus, 1st, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: voluisse {{c1::voluísse, n/a, n/a, perfect, infinitive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: non vultis {{c1::nōn vúltis, 2nd, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: vellent {{c1::véllent, 3rd, pl, imperfect, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: volumus {{c1::vólumus, 1st, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: velint {{c1::vélint, 3rd, pl, present, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: velim {{c1::vélim, 1st, sg, present, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: nolite {{c1::nōlīte, 2nd, pl, present, imperative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: velit {{c1::vélit, 3rd, sg, present, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: volens {{c1::vólēns, n/a, n/a, present, participle, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: velletis {{c1::vellḗtis, 2nd, pl, imperfect, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: velimus {{c1::velī́mus, 1st, pl, present, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: velis {{c1::vélīs, 2nd, sg, present, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: vellet {{c1::véllet, 3rd, sg, imperfect, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: mavult {{c1::mā́vult, 3rd, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: vellemus {{c1::vellḗmus, 1st, pl, imperfect, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: vis {{c1::vīs, 2nd, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: nolunt {{c1::nṓlunt, 3rd, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: volunt {{c1::vólunt, 3rd, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: malunt {{c1::mā́lunt, 3rd, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: mavis {{c1::mā́vīs, 2nd, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: mavultis {{c1::māvúltis, 2nd, pl, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: non vult {{c1::nōn vult, 3rd, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: vellem {{c1::véllem, 1st, sg, imperfect, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: non vis {{c1::nōn vīs, 2nd, sg, present, indicative, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
irregular verb: velitis {{c1::velī́tis, 2nd, pl, present, subjunctive, active::macrons, person, number, tense, mood, and voice}}	Wheelock	32	
