Name the period: Plautus&nbsp;{{c1::Archaic and Early Republican}}	Wheelock	0	author
Name the period: Terence {{c1::Archaic and Early Republican}}	Wheelock	0	author
Name the period: Lucretius&nbsp;{{c1::Ciceronian}}	Wheelock	0	author
Name the period: Catullus&nbsp;{{c1::Ciceronian}}	Wheelock	0	author
Name the period: Cicero&nbsp;{{c1::Ciceronian}}	Wheelock	0	author
Name the period: Caesar&nbsp;{{c1::Ciceronian}}	Wheelock	0	author
Name the period: Nepos&nbsp;{{c1::Ciceronian}}	Wheelock	0	author
Name the period: Publilius Syrus {{c1::Ciceronian}}	Wheelock	0	author
Name the period: Vergil&nbsp;{{c1::Augustan}}	Wheelock	0	author
Name the period: Horace&nbsp;{{c1::Augustan}}	Wheelock	0	author
Name the period: Livy&nbsp;{{c1::Augustan}}	Wheelock	0	author
Name the period: Propertius&nbsp;{{c1::Augustan}}	Wheelock	0	author
Name the period: Ovid {{c1::Augustan}}	Wheelock	0	author
Name the period: Seneca&nbsp;{{c1::Post-Augustan (Silver)}}	Wheelock	0	author
Name the period: Petronius&nbsp;{{c1::Post-Augustan (Silver)}}	Wheelock	0	author
Name the period: Quintilian&nbsp;{{c1::Post-Augustan (Silver)}}	Wheelock	0	author
Name the period: Martial&nbsp;{{c1::Post-Augustan (Silver)}}	Wheelock	0	author
Name the period: Pliny The Younger&nbsp;{{c1::Post-Augustan (Silver)}}	Wheelock	0	author
Name the period: Tacitus&nbsp;{{c1::Post-Augustan (Silver)}}	Wheelock	0	author
Name the period: Juvenal {{c1::Post-Augustan (Silver)}}	Wheelock	0	author
Name the period: Plutarch {{c1::Post-Augustan (Silver), but Greek, biographer of 3rd c BCE Greeks}}	Wheelock	0	author
Name the period: Fronto&nbsp;{{c1::Archaising}}	Wheelock	0	author
Name the period: Aulus Gellius {{c1::Archaising}}	Wheelock	0	author
Name the period: Tertullian&nbsp;{{c1::Patristic}}	Wheelock	0	author
Name the period: Cyprian&nbsp;{{c1::Patristic}}	Wheelock	0	author
Name the period: Lactantius&nbsp;{{c1::Patristic}}	Wheelock	0	author
Name the period: Jerome&nbsp;{{c1::Patristic}}	Wheelock	0	author
Name the period: Ambrose&nbsp;{{c1::Patristic}}	Wheelock	0	author
Name the period: Augustine (Of Hippo) {{c1::Patristic}}	Wheelock	0	author
Name the period: Isidore of Seville&nbsp;{{c1::Medieval}}	Wheelock	0	author
Name the period: Dante&nbsp;{{c1::Medieval}}	Wheelock	0	author
Name the period: Petrarch {{c1::Medieval}}	Wheelock	0	author
Name the period: Erasmus&nbsp;{{c1::Renaissance}}	Wheelock	0	author
Name the period: Sir Thomas More&nbsp;{{c1::Renaissance}}	Wheelock	0	author
Name the period: Milton&nbsp;{{c1::Renaissance}}	Wheelock	0	author
Name the period: Bacon {{c1::Renaissance}}	Wheelock	0	author
Name the period: Newton {{c1::Renaissance}}	Wheelock	0	author
Name the period: Hume {{c1::Renaissance}}	Wheelock	0	author
Name the period: Kant {{c1::Renaissance}}	Wheelock	0	author
Name the period: Locke {{c1::Renaissance}}	Wheelock	0	author
What happened: 80 BCE {{c1::1) end of Archaic and Early Republican period, 2) start of "Golden Age" of Rome 3) start of Ciceronian period}}	Wheelock	0	history
What happened: 43 BCE {{c1::1) death of Cicero, 2) end of Ciceronian period, 3) start of Augustan period}}	Wheelock	0	history
What happened: 14 CE {{c1::1) death of Augustus, 2) end of Augustan period, 3) end of "Golden Age" of Rome, 4) start of Post-Augustan (Silver) period}}	Wheelock	0	history
